accident_no,accident_date,accident_time,day_week_desc,accident_type_desc,severity,speed_zone,rma,road_geometry_desc,lga_name,latitude,longitude,postcode_crash,age_group,sex,inj_level_desc,no_persons_killed,no_persons_inj_2,no_persons_inj_3,year,month,severity_desc
T20130008526,2013-04-24,18:55:00,Wednesday,Collision with vehicle,3,50,Arterial Other,Cross intersection,MELBOURNE,-37.796375,144.93997,3051,30-39,M,Other injury,0,0,1,2013,4,Other Injury
T20120022525,2012-09-13,17:30:00,Thursday,No collision and no object struck,2,50,Arterial Other,Cross intersection,MARIBYRNONG,-37.790283,144.9008,3011,50-59,M,Serious injury,0,1,0,2012,9,Serious Injury
T20230003172,2023-02-09,08:15:00,Thursday,Collision with vehicle,3,60,Arterial Other,Cross intersection,PORT PHILLIP,-37.830566,144.9457,3207,26-29,M,Other injury,0,0,1,2023,2,Other Injury
T20230008220,2023-04-06,17:00:00,Thursday,Collision with vehicle,3,50,Arterial Other,Cross intersection,MORELAND,-37.767048,144.96213,3056,30-39,M,Other injury,0,0,1,2023,4,Other Injury
T20150006698,2015-03-29,17:35:00,Sunday,Collision with vehicle,3,40,Local Road,Cross intersection,BOROONDARA,-37.819347,145.02231,3122,22-25,F,Other injury,0,0,1,2015,3,Other Injury
T20130024403,2013-11-22,21:00:00,Friday,Collision with a fixed object,3,60,Local Road,T intersection,MELBOURNE,-37.805855,144.96303,3053,40-49,F,Other injury,0,0,1,2013,11,Other Injury
T20250001685,2025-01-20,14:45:00,Monday,Collision with vehicle,2,70,Arterial Other,T intersection,WYNDHAM,-37.83774,144.7835,3026,26-29,M,Serious injury,0,1,0,2025,1,Serious Injury
T20210020579,2021-10-10,15:10:00,Sunday,Collision with vehicle,2,60,Local Road,Cross intersection,WYNDHAM,-37.85241,144.66635,3029,13-15,M,Serious injury,0,1,0,2021,10,Serious Injury
T20220005739,2022-03-14,12:45:00,Monday,Collision with vehicle,3,50,Local Road,Cross intersection,MORELAND,-37.703106,144.97702,3060,40-49,M,Other injury,0,0,1,2022,3,Other Injury
T20120009962,2012-04-27,16:35:00,Friday,Collision with vehicle,3,60,Local Road,T intersection,MELBOURNE,-37.808388,144.96796,3000,30-39,M,Other injury,0,0,1,2012,4,Other Injury
T20120009962,2012-04-27,16:35:00,Friday,Collision with vehicle,3,60,Local Road,T intersection,MELBOURNE,-37.808388,144.96796,3000,30-39,M,Other injury,0,0,1,2012,4,Other Injury
T20120015688,2012-07-07,15:50:00,Saturday,Collision with vehicle,3,60,Arterial Other,T intersection,PORT PHILLIP,-37.85076,144.95474,3206,16-17,M,Other injury,0,0,1,2012,7,Other Injury
T20220027484,2022-12-04,08:30:00,Sunday,Collision with vehicle,2,60,Local Road,Cross intersection,MELBOURNE,-37.82321,144.96083,3006,26-29,M,Serious injury,0,1,0,2022,12,Serious Injury
T20240011771,2024-05-09,08:40:00,Thursday,Collision with vehicle,3,50,Arterial Other,Not at intersection,BOROONDARA,-37.865124,145.09093,3147,5-12,M,Other injury,0,0,1,2024,5,Other Injury
T20190021549,2019-10-31,21:47:00,Thursday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.812283,144.96227,3000,22-25,U,Other injury,0,0,1,2019,10,Other Injury
T20200006356,2020-03-17,05:20:00,Tuesday,Collision with vehicle,2,40,Local Road,Not at intersection,PORT PHILLIP,-37.859562,144.99193,3182,40-49,F,Serious injury,0,1,0,2020,3,Serious Injury
T20140006656,2014-03-31,17:20:00,Monday,Collision with vehicle,2,60,Local Road,Cross intersection,YARRA,-37.806557,144.9852,3066,50-59,F,Serious injury,0,1,0,2014,3,Serious Injury
T20140012013,2014-06-11,07:03:00,Wednesday,Collision with vehicle,2,60,Arterial Other,T intersection,MORELAND,-37.770157,144.94986,3056,50-59,F,Serious injury,0,1,0,2014,6,Serious Injury
T20230025066,2023-10-27,05:45:00,Friday,Collision with a fixed object,3,50,Arterial Other,Cross intersection,MELBOURNE,-37.79672,144.95108,3051,40-49,M,Other injury,0,0,1,2023,10,Other Injury
T20120014819,2012-06-25,12:00:00,Monday,Fall from or in moving vehicle,3,40,Local Road,Not at intersection,MELBOURNE,-37.8146,144.96332,3000,30-39,M,Other injury,0,0,1,2012,6,Other Injury
T20150018238,2015-09-02,09:55:00,Wednesday,No collision and no object struck,2,60,Local Road,Not at intersection,MELBOURNE,-37.834095,144.98213,3141,16-17,F,Serious injury,0,1,0,2015,9,Serious Injury
T20230026778,2023-11-13,17:00:00,Monday,Collision with vehicle,3,40,Local Road,Cross intersection,YARRA,-37.78351,144.98573,3068,30-39,F,Other injury,0,0,1,2023,11,Other Injury
T20220012670,2022-06-02,08:30:00,Thursday,Collision with vehicle,3,50,Local Road,T intersection,GLEN EIRA,-37.921757,145.03381,3204,13-15,M,Other injury,0,0,1,2022,6,Other Injury
T20230005138,2023-03-03,14:00:00,Friday,Collision with vehicle,3,60,Arterial Other,Not at intersection,STONNINGTON,-37.853294,145.04272,3146,18-21,M,Other injury,0,0,1,2023,3,Other Injury
T20230005138,2023-03-03,14:00:00,Friday,Collision with vehicle,3,60,Arterial Other,Not at intersection,STONNINGTON,-37.853294,145.04272,3146,22-25,M,Not injured,0,0,1,2023,3,Other Injury
T20160017887,2016-08-15,15:50:00,Monday,Vehicle overturned (no collision),3,60,Arterial Other,Not at intersection,MORNINGTON PENINSULA,-38.324703,144.97957,3936,Unknown,U,Other injury,0,0,1,2016,8,Other Injury
T20150025011,2015-12-01,15:30:00,Tuesday,Collision with vehicle,2,40,Arterial Other,Not at intersection,MELBOURNE,-37.82351,144.97021,3006,18-21,M,Serious injury,0,1,0,2015,12,Serious Injury
T20240025908,2024-10-09,13:30:00,Wednesday,Collision with vehicle,3,40,Arterial Other,Not at intersection,MERRI-BEK,-37.7535,144.96448,3058,30-39,M,Other injury,0,0,1,2024,10,Other Injury
T20190009285,2019-05-15,19:30:00,Wednesday,Collision with vehicle,2,40,Local Road,Not at intersection,MELBOURNE,-37.813797,144.95703,3000,22-25,M,Serious injury,0,1,0,2019,5,Serious Injury
T20130011575,2013-06-04,09:00:00,Tuesday,Collision with vehicle,2,40,Local Road,T intersection,MELBOURNE,-37.81179,144.97484,3002,26-29,M,Serious injury,0,1,0,2013,6,Serious Injury
T20170001302,2017-01-18,11:00:00,Wednesday,Vehicle overturned (no collision),2,50,Arterial Other,Cross intersection,BOROONDARA,-37.824097,145.03508,3122,50-59,M,Serious injury,0,1,0,2017,1,Serious Injury
T20130013450,2013-02-14,20:00:00,Thursday,Struck Pedestrian,3,60,Local Road,Not at intersection,MARIBYRNONG,-37.7958,144.89636,3011,26-29,M,Other injury,0,0,2,2013,2,Other Injury
T20150007884,2015-04-15,09:10:00,Wednesday,Collision with vehicle,3,60,Arterial Other,T intersection,BOROONDARA,-37.824345,145.02588,3122,22-25,M,Other injury,0,0,1,2015,4,Other Injury
T20230000796,2023-01-12,08:26:00,Thursday,Struck Pedestrian,2,60,Arterial Other,T intersection,BAYSIDE,-37.91249,144.98576,3186,30-39,M,Other injury,0,1,2,2023,1,Serious Injury
T20230000796,2023-01-12,08:26:00,Thursday,Struck Pedestrian,2,60,Arterial Other,T intersection,BAYSIDE,-37.91249,144.98576,3186,Unknown,U,Not injured,0,1,2,2023,1,Serious Injury
T20230000796,2023-01-12,08:26:00,Thursday,Struck Pedestrian,2,60,Arterial Other,T intersection,BAYSIDE,-37.91249,144.98576,3186,30-39,M,Not injured,0,1,2,2023,1,Serious Injury
T20230000796,2023-01-12,08:26:00,Thursday,Struck Pedestrian,2,60,Arterial Other,T intersection,BAYSIDE,-37.91249,144.98576,3186,30-39,M,Other injury,0,1,2,2023,1,Serious Injury
T20180022196,2018-11-23,16:00:00,Friday,Collision with vehicle,3,999,,Not at intersection,BRIMBANK,-37.788757,144.77248,3026,30-39,F,Other injury,0,0,1,2018,11,Other Injury
T20170006161,2017-03-24,09:30:00,Friday,Collision with vehicle,2,60,Local Road,T intersection,MELBOURNE,-37.79462,144.97101,3053,18-21,F,Serious injury,0,1,0,2017,3,Serious Injury
T20120028613,2012-12-22,15:30:00,Saturday,Collision with vehicle,3,60,Local Road,T intersection,FRANKSTON,-38.158962,145.13002,3199,18-21,M,Other injury,0,0,1,2012,12,Other Injury
T20220022684,2022-10-08,17:04:00,Saturday,Collision with vehicle,3,888,Arterial Highway,Not at intersection,MONASH,-37.923965,145.2023,3170,50-59,F,Other injury,0,0,1,2022,10,Other Injury
T20150015848,2015-07-15,17:30:00,Wednesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,MOONEE VALLEY,-37.73882,144.89622,3041,30-39,M,Other injury,0,0,2,2015,7,Other Injury
T20190005659,2019-02-23,17:00:00,Saturday,Collision with vehicle,3,40,Local Road,Not at intersection,YARRA,-37.80254,144.98366,3066,30-39,M,Other injury,0,0,1,2019,2,Other Injury
T20140020232,2014-10-01,07:45:00,Wednesday,Collision with vehicle,2,40,Arterial Other,Cross intersection,STONNINGTON,-37.852276,144.99648,3181,60-64,F,Serious injury,0,1,1,2014,10,Serious Injury
T20200007345,2020-02-13,19:00:00,Thursday,No collision and no object struck,3,40,Local Road,T intersection,MARIBYRNONG,-37.80643,144.89836,3011,50-59,M,Other injury,0,0,1,2020,2,Other Injury
T20190025875,2019-12-03,18:30:00,Tuesday,Collision with vehicle,2,999,Local Road,Not at intersection,STONNINGTON,-37.843864,144.99474,3141,22-25,F,Serious injury,0,1,0,2019,12,Serious Injury
T20190022955,2019-11-18,17:41:00,Monday,Collision with vehicle,2,50,Local Road,Not at intersection,MOONEE VALLEY,-37.746647,144.87204,3033,13-15,M,Serious injury,0,1,0,2019,11,Serious Injury
T20180023842,2018-12-19,10:00:00,Wednesday,Collision with vehicle,3,60,Local Road,Cross intersection,BAYSIDE,-37.94396,145.03279,3188,18-21,M,Other injury,0,0,1,2018,12,Other Injury
T20190022695,2019-11-15,08:35:00,Friday,Collision with vehicle,3,40,Local Road,Cross intersection,MELBOURNE,-37.812283,144.96227,3000,50-59,M,Other injury,0,0,1,2019,11,Other Injury
T20220020651,2022-09-12,19:45:00,Monday,Collision with vehicle,3,40,Arterial Other,T intersection,YARRA,-37.82022,145.01448,3121,26-29,F,Other injury,0,0,1,2022,9,Other Injury
T20190002941,2019-02-15,15:20:00,Friday,Collision with vehicle,3,40,Local Road,T intersection,BANYULE,-37.741165,145.0887,3084,13-15,M,Other injury,0,0,1,2019,2,Other Injury
T20200006417,2020-03-16,15:00:00,Monday,Collision with vehicle,3,999,Arterial Other,Not at intersection,PORT PHILLIP,-37.835567,144.97519,3004,22-25,M,Other injury,0,0,1,2020,3,Other Injury
T20180003138,2018-02-16,17:45:00,Friday,Collision with vehicle,3,70,Arterial Highway,Cross intersection,WHITEHORSE,-37.817707,145.18373,3131,50-59,F,Other injury,0,0,1,2018,2,Other Injury
T20250001331,2024-10-02,07:00:00,Wednesday,Collision with vehicle,3,999,Local Road,Not at intersection,MOONEE VALLEY,-37.761333,144.91672,3039,50-59,M,Other injury,0,0,1,2024,10,Other Injury
T20160012447,2016-06-06,08:15:00,Monday,Collision with vehicle,2,50,Local Road,Cross intersection,DAREBIN,-37.772667,145.00392,3070,13-15,F,Serious injury,0,1,0,2016,6,Serious Injury
T20140000629,2014-01-10,19:20:00,Friday,Struck Pedestrian,3,50,Local Road,Not at intersection,MORNINGTON PENINSULA,-38.24707,145.04906,3934,5-12,M,Other injury,0,0,1,2014,1,Other Injury
T20220021916,2022-09-29,09:00:00,Thursday,Collision with vehicle,1,50,Local Road,Cross intersection,CASEY,-37.99865,145.24677,3177,70+,M,Fatality,1,0,0,2022,9,Fatal
T20190006108,2019-03-29,08:53:00,Friday,Collision with vehicle,2,50,Local Road,T intersection,MELBOURNE,-37.81179,144.97484,3002,30-39,M,Serious injury,0,1,0,2019,3,Serious Injury
T20240032009,2024-12-13,18:55:00,Friday,Collision with vehicle,2,40,Arterial Other,Cross intersection,MELBOURNE,-37.812466,144.95392,3003,26-29,M,Serious injury,0,1,0,2024,12,Serious Injury
T20240032009,2024-12-13,18:55:00,Friday,Collision with vehicle,2,40,Arterial Other,Cross intersection,MELBOURNE,-37.812466,144.95392,3003,26-29,M,Serious injury,0,1,0,2024,12,Serious Injury
T20130020463,2013-10-04,14:10:00,Friday,Collision with vehicle,2,60,Arterial Other,Cross intersection,PORT PHILLIP,-37.85869,144.96964,3182,50-59,F,Serious injury,0,1,0,2013,10,Serious Injury
T20170015485,2017-08-10,06:38:00,Thursday,Collision with vehicle,3,999,Arterial Other,Not at intersection,WHITTLESEA,-37.59995,145.09636,3754,30-39,M,Other injury,0,0,1,2017,8,Other Injury
T20230012253,2023-05-12,06:00:00,Friday,Collision with vehicle,3,999,Arterial Other,Not at intersection,YARRA,-37.824642,145.00737,3121,30-39,M,Other injury,0,0,1,2023,5,Other Injury
T20170010263,2017-05-23,16:55:00,Tuesday,Collision with vehicle,3,40,Local Road,Not at intersection,STONNINGTON,-37.84076,144.99536,3141,50-59,M,Other injury,0,0,1,2017,5,Other Injury
T20120025646,2012-11-15,08:25:00,Thursday,Collision with vehicle,3,80,Arterial Other,T intersection,WHITTLESEA,-37.676502,145.07008,3082,26-29,M,Other injury,0,0,1,2012,11,Other Injury
T20210003529,2021-02-17,11:50:00,Wednesday,Vehicle overturned (no collision),2,50,Local Road,T intersection,BOROONDARA,-37.807014,145.02547,3101,60-64,M,Serious injury,0,1,0,2021,2,Serious Injury
T20150005385,2015-03-13,17:45:00,Friday,Collision with vehicle,2,60,Arterial Other,Cross intersection,GLEN EIRA,-37.869514,144.99944,3183,30-39,F,Serious injury,0,1,0,2015,3,Serious Injury
T20140024086,2014-11-13,07:40:00,Thursday,Collision with vehicle,3,50,Local Road,T intersection,DAREBIN,-37.7327,144.99438,3072,40-49,M,Other injury,0,0,1,2014,11,Other Injury
T20230021912,2023-09-18,15:34:00,Monday,Collision with vehicle,2,60,Arterial Other,Cross intersection,BOROONDARA,-37.812737,145.02026,3122,22-25,M,Serious injury,0,1,0,2023,9,Serious Injury
T20250009085,2025-04-03,07:35:00,Thursday,Collision with vehicle,3,40,Local Road,T intersection,YARRA,-37.82884,144.98859,3121,60-64,F,Other injury,0,0,1,2025,4,Other Injury
T20200001520,2020-01-22,08:20:00,Wednesday,Struck Pedestrian,3,40,Local Road,Cross intersection,MELBOURNE,-37.823315,144.9699,3006,40-49,M,Other injury,0,0,2,2020,1,Other Injury
T20240009245,2024-04-13,15:15:00,Saturday,Collision with vehicle,3,50,Local Road,Not at intersection,MORELAND,-37.77108,144.95738,3056,26-29,M,Other injury,0,0,2,2024,4,Other Injury
T20190005284,2019-03-20,08:40:00,Wednesday,Collision with vehicle,3,999,Local Road,Not at intersection,YARRA,-37.799103,144.99937,3067,30-39,M,Other injury,0,0,1,2019,3,Other Injury
T20200001166,2020-01-16,05:45:00,Thursday,Collision with vehicle,3,60,Arterial Highway,T intersection,KINGSTON,-38.00586,145.08574,3195,30-39,M,Other injury,0,0,1,2020,1,Other Injury
T20200001166,2020-01-16,05:45:00,Thursday,Collision with vehicle,3,60,Arterial Highway,T intersection,KINGSTON,-38.00586,145.08574,3195,22-25,M,Not injured,0,0,1,2020,1,Other Injury
T20210000084,2021-01-02,08:00:00,Saturday,collision with some other object,3,80,Arterial Highway,Not at intersection,MORNINGTON PENINSULA,-38.17551,145.09688,3930,Unknown,U,Other injury,0,0,2,2021,1,Other Injury
T20210000084,2021-01-02,08:00:00,Saturday,collision with some other object,3,80,Arterial Highway,Not at intersection,MORNINGTON PENINSULA,-38.17551,145.09688,3930,26-29,M,Other injury,0,0,2,2021,1,Other Injury
T20250000476,2025-01-07,09:40:00,Tuesday,Collision with vehicle,2,50,Local Road,Cross intersection,BAYSIDE,-37.888596,144.99617,3186,22-25,M,Serious injury,0,1,0,2025,1,Serious Injury
T20240018017,2024-07-17,07:32:00,Wednesday,Collision with vehicle,2,40,,T intersection,MELBOURNE,-37.80208,144.95409,3051,30-39,F,Serious injury,0,1,0,2024,7,Serious Injury
T20190024107,2019-12-01,14:34:00,Sunday,Collision with vehicle,3,50,,Not at intersection,BRIMBANK,-37.706573,144.78836,3038,16-17,M,Other injury,0,0,1,2019,12,Other Injury
T20210000795,2021-01-12,21:13:00,Tuesday,Collision with vehicle,3,40,Local Road,Not at intersection,MORELAND,-37.76554,144.97278,3057,16-17,M,Other injury,0,0,1,2021,1,Other Injury
T20170020730,2017-10-30,17:39:00,Monday,Collision with vehicle,3,60,Arterial Other,T intersection,WHITEHORSE,-37.824787,145.12256,3128,22-25,U,Other injury,0,0,1,2017,10,Other Injury
T20210022585,2021-11-07,17:30:00,Sunday,Struck Pedestrian,3,888,Local Road,Not at intersection,MONASH,-37.89268,145.09087,3166,Unknown,U,Not injured,0,0,1,2021,11,Other Injury
T20140023096,2014-11-07,07:44:00,Friday,Collision with vehicle,3,50,Arterial Highway,T intersection,KINGSTON,-37.99399,145.08305,3195,40-49,M,Other injury,0,0,2,2014,11,Other Injury
T20150004144,2015-02-26,08:00:00,Thursday,Collision with vehicle,3,60,Arterial Highway,T intersection,PORT PHILLIP,-37.87989,144.99452,3184,40-49,M,Other injury,0,0,2,2015,2,Other Injury
T20220020232,2022-09-01,22:00:00,Thursday,Collision with vehicle,3,60,Arterial Highway,Cross intersection,STONNINGTON,-37.892857,145.08824,3166,40-49,M,Other injury,0,0,1,2022,9,Other Injury
T20230021545,2023-09-14,14:15:00,Thursday,Collision with vehicle,3,50,Arterial Other,Cross intersection,MELBOURNE,-37.799652,144.95503,3051,40-49,M,Other injury,0,0,1,2023,9,Other Injury
T20120006455,2012-03-11,12:00:00,Sunday,No collision and no object struck,3,60,Arterial Highway,Not at intersection,WHITEHORSE,-37.816326,145.11026,3127,30-39,M,Other injury,0,0,1,2012,3,Other Injury
T20210008917,2021-04-21,18:40:00,Wednesday,Collision with vehicle,2,60,Arterial Highway,Cross intersection,YARRA,-37.794052,144.9882,3068,30-39,F,Serious injury,0,1,0,2021,4,Serious Injury
T20230023255,2023-10-05,15:30:00,Thursday,collision with some other object,2,60,Arterial Other,Not at intersection,PORT PHILLIP,-37.83831,144.9574,3206,30-39,M,Serious injury,0,1,0,2023,10,Serious Injury
T20240012808,2024-05-20,10:34:00,Monday,Collision with vehicle,3,60,Arterial Other,T intersection,WHITTLESEA,-37.68987,145.02846,3074,18-21,M,Other injury,0,0,1,2024,5,Other Injury
T20190024361,2019-12-04,09:20:00,Wednesday,Collision with vehicle,3,50,Local Road,T intersection,MONASH,-37.890697,145.16386,3150,70+,M,Other injury,0,0,1,2019,12,Other Injury
T20250013984,2025-05-25,14:00:00,Sunday,Collision with vehicle,3,40,Local Road,Cross intersection,PORT PHILLIP,-37.8284,144.96126,3006,22-25,M,Other injury,0,0,2,2025,5,Other Injury
T20200011705,2020-06-04,10:56:00,Thursday,Vehicle overturned (no collision),3,40,Arterial Other,Not at intersection,PORT PHILLIP,-37.87074,144.98053,3182,26-29,M,Other injury,0,0,1,2020,6,Other Injury
T20130008383,2013-04-23,10:00:00,Tuesday,Collision with vehicle,3,60,Arterial Other,Not at intersection,YARRA,-37.82973,144.99721,3121,22-25,M,Other injury,0,0,1,2013,4,Other Injury
T20240003063,2024-02-05,17:30:00,Monday,No collision and no object struck,3,60,Arterial Other,Cross intersection,DAREBIN,-37.7834,145.01738,3078,22-25,M,Other injury,0,0,1,2024,2,Other Injury
T20130024991,2013-12-03,18:10:00,Tuesday,Collision with vehicle,2,999,Arterial Other,Cross intersection,YARRA,-37.825684,144.99792,3121,30-39,M,Serious injury,0,1,0,2013,12,Serious Injury
T20230014921,2023-06-16,12:45:00,Friday,Collision with vehicle,3,999,Local Road,T intersection,DAREBIN,-37.737137,145.00415,3072,40-49,M,Other injury,0,0,1,2023,6,Other Injury
T20200014735,2020-07-23,18:10:00,Thursday,Collision with vehicle,3,40,Local Road,Cross intersection,STONNINGTON,-37.85332,144.9931,3181,30-39,M,Other injury,0,0,1,2020,7,Other Injury
T20180006498,2018-04-05,17:45:00,Thursday,Collision with vehicle,2,60,Arterial Other,T intersection,MONASH,-37.859684,145.11325,3149,26-29,F,Serious injury,0,1,0,2018,4,Serious Injury
T20140004613,2014-02-12,08:15:00,Wednesday,Collision with vehicle,3,40,Local Road,Cross intersection,YARRA,-37.801647,144.99739,3067,30-39,M,Other injury,0,0,1,2014,2,Other Injury
T20240004940,2024-02-27,12:15:00,Tuesday,Struck Pedestrian,3,40,Local Road,Not at intersection,MELBOURNE,-37.811245,144.95819,3000,18-21,M,Other injury,0,0,1,2024,2,Other Injury
T20240004940,2024-02-27,12:15:00,Tuesday,Struck Pedestrian,3,40,Local Road,Not at intersection,MELBOURNE,-37.811245,144.95819,3000,18-21,M,Other injury,0,0,1,2024,2,Other Injury
T20240003767,2024-02-15,06:15:00,Thursday,No collision and no object struck,2,60,Local Road,Not at intersection,KINGSTON,-37.965363,145.05531,3192,40-49,M,Serious injury,0,1,0,2024,2,Serious Injury
T20140002800,2014-02-10,06:15:00,Monday,Collision with vehicle,2,40,Arterial Other,T intersection,WHITEHORSE,-37.817497,145.19376,3132,40-49,M,Serious injury,0,1,0,2014,2,Serious Injury
T20170018877,2017-10-03,21:30:00,Tuesday,Vehicle overturned (no collision),3,60,Arterial Other,Not at intersection,MELBOURNE,-37.80631,144.95963,3000,22-25,F,Other injury,0,0,1,2017,10,Other Injury
